symbol	ensembl	entrez
ALKBH4	ENSG00000160993	54784
MIR8071-2	ENSG00000277030	102466889
COPDA1	ENSG00000253364	NA
USP50	ENSG00000170236	373509
BEGAIN	ENSG00000183092	57596
LRWD1	ENSG00000161036	222229
	ENSG00000257408	NA
RTN2	ENSG00000125744	6253
CROCCP5	ENSG00000186543	NA
	ENSG00000287396	NA
	ENSG00000274460	NA
MATN1	ENSG00000162510	4146
UQCRC2	ENSG00000140740	7385
	ENSG00000255000	NA
	ENSG00000287332	NA
	ENSG00000253372	NA
TAS1R2	ENSG00000179002	80834
KNOP1P5	ENSG00000250563	NA
TRPM7	ENSG00000092439	54822
	ENSG00000223589	NA
AADACL3	ENSG00000188984	126767
COL22A1	ENSG00000169436	169044
LRRC37A12P	ENSG00000229259	NA
	ENSG00000270171	NA
EXTL1	ENSG00000158008	2134
	ENSG00000258566	NA
ATP8A1	ENSG00000124406	10396
VASH1-DT	ENSG00000258569	NA
	ENSG00000266876	NA
VASH1	ENSG00000071246	22846
CD300E	ENSG00000186407	342510
SPA17	ENSG00000064199	53340
MIR5090	ENSG00000284176	100847073
MIR4467	ENSG00000284596	100616367
RASA4B	ENSG00000170667	100271927
SEPTIN10	ENSG00000186522	151011
WBP1LP7	ENSG00000269732	NA
	ENSG00000251193	NA
	ENSG00000253908	NA
	ENSG00000254164	NA
CASZ1	ENSG00000130940	54897
ZBED8	ENSG00000221886	63920
EHF	ENSG00000135373	26298
	ENSG00000259081	NA
RPL10P9	ENSG00000233913	NA
ARGFXP1	ENSG00000240058	NA
	ENSG00000258610	NA
PPP2CA-DT	ENSG00000270177	NA
	ENSG00000253772	NA
VASH1-AS1	ENSG00000258301	100506603
	ENSG00000285605	NA
STRADA	ENSG00000266173	92335
ANGEL1	ENSG00000013523	23357
CXXC5	ENSG00000171604	51523
	ENSG00000286437	NA
RPL22P2	ENSG00000241081	NA
	ENSG00000279204	NA
RN7SKP17	ENSG00000223174	NA
GAPDHP71	ENSG00000213376	NA
	ENSG00000259058	NA
	ENSG00000285966	NA
	ENSG00000251205	NA
RN7SL356P	ENSG00000266553	NA
	ENSG00000243225	NA
AGMAT	ENSG00000116771	79814
IRF2BPL	ENSG00000119669	64207
	ENSG00000253512	NA
	ENSG00000273729	NA
	ENSG00000213414	NA
LINC02288	ENSG00000246548	283575
	ENSG00000249174	NA
	ENSG00000258473	NA
	ENSG00000285366	NA
LINC02289	ENSG00000258819	102724190
KIF20A	ENSG00000112984	10112
	ENSG00000242545	NA
	ENSG00000237301	NA
	ENSG00000239288	NA
	ENSG00000287004	NA
	ENSG00000286956	NA
ZNF285B	ENSG00000176761	NA
UQCRFS1	ENSG00000169021	7386
POLR2J3	ENSG00000168255	NA
CLEC3B	ENSG00000163815	7123
LRRC74A	ENSG00000100565	145497
DPPA5P1	ENSG00000269776	NA
MLLT10	ENSG00000078403	8028
FAAP20	ENSG00000162585	199990
PSG11	ENSG00000243130	5680
ACTG1P18	ENSG00000218475	NA
	ENSG00000286264	114841035
DLX2-DT	ENSG00000236651	104326193
	ENSG00000287397	NA
RAP1BP2	ENSG00000214405	NA
	ENSG00000218536	NA
	ENSG00000225662	NA
	ENSG00000225107	NA
	ENSG00000285858	NA
	ENSG00000260395	NA
RN7SL366P	ENSG00000266128	NA
	ENSG00000275445	NA
	ENSG00000286573	NA
METAP1D	ENSG00000172878	254042
TPRKBP2	ENSG00000260452	NA
	ENSG00000233919	NA
	ENSG00000260422	NA
	ENSG00000200652	NA
LPXN	ENSG00000110031	9404
	ENSG00000230627	NA
RNY1P10	ENSG00000200138	NA
GAPDHP35	ENSG00000250982	NA
	ENSG00000288584	NA
	ENSG00000288648	NA
	ENSG00000283662	NA
MICC	ENSG00000226577	NA
SBK1	ENSG00000188322	388228
	ENSG00000286301	NA
NT5DC2	ENSG00000168268	64943
TMPOP1	ENSG00000229068	NA
SUCLA2P1	ENSG00000224936	NA
RANP1	ENSG00000236603	NA
HLA-E	ENSG00000204592	3133
	ENSG00000279971	NA
	ENSG00000246465	NA
SLC6A16	ENSG00000063127	28968
NPIPB6	ENSG00000198156	728741
SCN4B	ENSG00000177098	6330
	ENSG00000259684	NA
	ENSG00000271623	NA
	ENSG00000288645	NA
MIR6862-1	ENSG00000275429	102465520
CDC37P2	ENSG00000261089	NA
RN7SL354P	ENSG00000243027	NA
	ENSG00000275654	NA
SPPL2A	ENSG00000138600	84888
	ENSG00000270118	NA
	ENSG00000261832	NA
CBY1P1	ENSG00000236832	NA
G3BP1P1	ENSG00000235651	NA
PTK2	ENSG00000169398	5747
	ENSG00000274353	NA
CKB	ENSG00000166165	1152
ZC3H15	ENSG00000065548	55854
	ENSG00000270249	NA
	ENSG00000287698	NA
NNMT	ENSG00000166741	4837
	ENSG00000279168	NA
LRTM2	ENSG00000166159	654429
	ENSG00000205236	NA
TMED7-TICAM2	ENSG00000251201	100302736
UPK3BL1	ENSG00000267368	100134938
LINC02569	ENSG00000235781	NA
PRR3	ENSG00000204576	80742
COPB1	ENSG00000129083	1315
	ENSG00000267645	NA
NAMPTP2	ENSG00000249229	NA
NPIPB7	ENSG00000233232	NA
OCIAD1	ENSG00000109180	54940
FAM174A	ENSG00000174132	345757
POLR2J2	ENSG00000228049	246721
DNALI1	ENSG00000163879	7802
	ENSG00000256706	NA
LINC00940	ENSG00000235049	100271702
IL27	ENSG00000197272	246778
RASA4DP	ENSG00000233297	NA
ERVK3-1	ENSG00000142396	NA
DCP1B	ENSG00000151065	196513
	ENSG00000286830	NA
COMMD10	ENSG00000145781	51397
	ENSG00000213385	NA
	ENSG00000225244	NA
CXCR4	ENSG00000121966	7852
MIR4283-1	ENSG00000264426	100422917
	ENSG00000227527	NA
TNRC18P3	ENSG00000189166	NA
	ENSG00000271495	NA
PDE4DIPP10	ENSG00000228823	NA
CEACAMP8	ENSG00000236932	NA
MIR877	ENSG00000216101	100126314
	ENSG00000275441	NA
PPP1R10	ENSG00000204569	5514
	ENSG00000287771	NA
SGF29	ENSG00000176476	112869
SLC29A4P1	ENSG00000214668	NA
	ENSG00000279665	NA
TBR1	ENSG00000136535	10716
COA8	ENSG00000256053	84334
	ENSG00000259773	NA
PHKG1P4	ENSG00000229508	NA
RPL32P30	ENSG00000241130	NA
SEPTIN7P15	ENSG00000275061	NA
FKRP	ENSG00000181027	79147
EIF4E3	ENSG00000163412	317649
	ENSG00000286436	NA
	ENSG00000235095	NA
FANCI	ENSG00000140525	55215
SCMH1	ENSG00000010803	22955
	ENSG00000283431	NA
	ENSG00000284474	NA
MTATP6P8	ENSG00000283547	NA
MTCO3P10	ENSG00000231537	NA
	ENSG00000283230	NA
MTND4LP32	ENSG00000283481	NA
MTND4P4	ENSG00000225295	NA
KIAA1191	ENSG00000122203	57179
	ENSG00000203593	NA
MTND5P6	ENSG00000228440	NA
CACNA1C-IT1	ENSG00000256837	NA
MTND6P29	ENSG00000283311	NA
MTCYBP29	ENSG00000224880	NA
	ENSG00000282022	NA
GUSBP10	ENSG00000224723	NA
MTND1P4	ENSG00000230764	NA
	ENSG00000278665	NA
PHC1	ENSG00000111752	1911
MTND2P6	ENSG00000237309	NA
	ENSG00000278725	NA
MTCO1P10	ENSG00000236692	NA
	ENSG00000285020	NA
MTCO2P10	ENSG00000284291	NA
	ENSG00000261419	NA
	ENSG00000284098	NA
MTATP6P10	ENSG00000283626	NA
MTCO3P4	ENSG00000228851	NA
CDC37P1	ENSG00000259982	NA
FIGN	ENSG00000182263	55137
	ENSG00000284558	NA
	ENSG00000284221	NA
MIR6862-2	ENSG00000278340	102465907
	ENSG00000270424	NA
MTND4P5	ENSG00000227584	NA
	ENSG00000278528	NA
	ENSG00000251417	NA
MTND5P7	ENSG00000230531	NA
	ENSG00000240634	NA
	ENSG00000284572	NA
MTCYBP5	ENSG00000234671	NA
	ENSG00000260796	NA
	ENSG00000275807	NA
GUSBP12	ENSG00000169325	NA
	ENSG00000260570	NA
TTL	ENSG00000114999	150465
TUFM	ENSG00000178952	7284
	ENSG00000234089	105375297
RNU7-157P	ENSG00000238431	NA
	ENSG00000287517	NA
PRKD1	ENSG00000184304	5587
	ENSG00000274299	NA
	ENSG00000280225	NA
MRPS18B	ENSG00000204568	28973
	ENSG00000239462	NA
	ENSG00000260653	NA
	ENSG00000240107	NA
ZNF90P1	ENSG00000241738	NA
	ENSG00000239991	NA
	ENSG00000287421	NA
KCTD18	ENSG00000155729	130535
TMPRSS7	ENSG00000176040	344805
MIR3147	ENSG00000266168	100422939
VN1R28P	ENSG00000227182	NA
SAPCD2P2	ENSG00000235368	NA
UPK3BL2	ENSG00000284981	107983993
CFAP69	ENSG00000105792	79846
MIR4721	ENSG00000283845	100616256
	ENSG00000261766	NA
	ENSG00000252461	NA
ATAT1	ENSG00000137343	79969
RABEP2	ENSG00000177548	79874
	ENSG00000257904	NA
BTBD10	ENSG00000148925	84280
	ENSG00000248975	NA
CNRIP1	ENSG00000119865	25927
	ENSG00000240201	NA
	ENSG00000279032	NA
PTMAP8	ENSG00000243014	NA
COX6CP6	ENSG00000240156	NA
ST13P14	ENSG00000240959	NA
DMAC2L	ENSG00000125375	27109
MTND5P16	ENSG00000243658	NA
	ENSG00000286854	NA
MTND4LP3	ENSG00000239632	NA
KLF2P2	ENSG00000230646	NA
	ENSG00000238004	NA
MTND2P19	ENSG00000231567	NA
EDDM3CP	ENSG00000234060	NA
	ENSG00000283653	NA
LINC00882	ENSG00000242759	NA
	ENSG00000253979	NA
FOXD4L1	ENSG00000184492	200350
SNRPA1P1	ENSG00000144158	NA
LINC01938	ENSG00000254066	NA
RPSAP27	ENSG00000233869	NA
	ENSG00000230569	NA
MTCO2P5	ENSG00000231766	NA
	ENSG00000197813	NA
RPS28P5	ENSG00000224646	NA
VN1R88P	ENSG00000268541	NA
MTCO1P7	ENSG00000236211	NA
LINC01832	ENSG00000224231	NA
PSG2	ENSG00000242221	5670
LINC01795	ENSG00000225226	NA
TNFAIP8	ENSG00000145779	25816
	ENSG00000237844	NA
SPP2	ENSG00000072080	6694
EPC1	ENSG00000120616	80314
BRSK1	ENSG00000160469	84446
DIO2	ENSG00000211448	1734
SLC6A7	ENSG00000011083	6534
IFFO2	ENSG00000169991	126917
QSER1	ENSG00000060749	79832
CD19	ENSG00000177455	930
RTN1	ENSG00000139970	6252
RRAGC	ENSG00000116954	64121
M6PR	ENSG00000003056	4074
	ENSG00000229066	NA
Y_RNA	ENSG00000207488	NA
	ENSG00000234459	NA
	ENSG00000225498	NA
ALDH7A1P2	ENSG00000232292	NA
RPL30P2	ENSG00000234272	NA
CD3D	ENSG00000167286	915
GTPBP10	ENSG00000105793	101927446
GTPBP10	ENSG00000105793	85865
BMS1P19	ENSG00000231099	NA
	ENSG00000249518	NA
	ENSG00000223539	NA
IGFBP5	ENSG00000115461	3488
	ENSG00000270612	NA
	ENSG00000249977	NA
SPCS2P4	ENSG00000228589	NA
ATP6V0E1P1	ENSG00000225364	NA
NPM1P27	ENSG00000249353	NA
LRTM1	ENSG00000144771	57408
POGLUT2P1	ENSG00000250329	NA
GRIK3	ENSG00000163873	2899
DDX18P4	ENSG00000251553	NA
SUMO2P6	ENSG00000249031	NA
	ENSG00000254192	NA
GPR15	ENSG00000154165	2838
	ENSG00000226082	NA
DHFR	ENSG00000228716	1719
	ENSG00000240097	NA
	ENSG00000272211	NA
	ENSG00000240393	NA
	ENSG00000287149	NA
LINC01205	ENSG00000228980	401082
PLCB3	ENSG00000149782	5331
LINC01878	ENSG00000234308	102725079
DENND6A-DT	ENSG00000241933	101929159
	ENSG00000279349	NA
	ENSG00000230343	NA
ITIH4-AS1	ENSG00000239799	100873993
	ENSG00000287900	NA
TMEM158	ENSG00000249992	25907
KLRG1	ENSG00000139187	10219
RPL23P5	ENSG00000230406	NA
MTND2P14	ENSG00000240796	NA
	ENSG00000279277	NA
	ENSG00000279218	NA
DPRXP1	ENSG00000224323	NA
	ENSG00000280417	NA
KIF20B	ENSG00000138182	9585
PPIAP66	ENSG00000226131	NA
	ENSG00000241889	NA
	ENSG00000286957	NA
	ENSG00000286045	NA
CD200	ENSG00000091972	4345
NOXA1	ENSG00000188747	10811
LINC02596	ENSG00000233431	NA
KYNU	ENSG00000115919	8942
PLA2G2D	ENSG00000117215	26279
	ENSG00000257105	NA
HNRNPA1P34	ENSG00000213049	NA
VDAC2P2	ENSG00000255776	NA
	ENSG00000260853	NA
LINC00612	ENSG00000214851	253128
YRDC	ENSG00000196449	79693
MIR4517	ENSG00000284541	100616487
	ENSG00000260367	NA
A2M-AS1	ENSG00000245105	144571
KRT17P8	ENSG00000256937	NA
	ENSG00000280440	NA
BTG1P1	ENSG00000256720	NA
SPNS1	ENSG00000169682	83985
	ENSG00000250575	NA
ZNF587P1	ENSG00000223965	NA
PRAMEF33	ENSG00000237700	645382
PZP	ENSG00000126838	5858
CDKN3	ENSG00000100526	1033
	ENSG00000249772	NA
LINC01215	ENSG00000271856	101929623
CLDN12	ENSG00000157224	9069
FAF2	ENSG00000113194	23197
SAMMSON	ENSG00000240405	101927152
FBXO2	ENSG00000116661	26232
EPS8L1	ENSG00000131037	54869
	ENSG00000250909	NA
	ENSG00000236724	NA
SH3RF2	ENSG00000156463	153769
MTCO1P35	ENSG00000250630	NA
GLIS3-AS1	ENSG00000237009	84850
	ENSG00000270880	NA
	ENSG00000230001	NA
	ENSG00000283544	101930420
	ENSG00000228322	NA
RNU6-694P	ENSG00000200941	NA
TAFA4	ENSG00000163377	151647
	ENSG00000230163	NA
HNRNPFP1	ENSG00000227538	NA
	ENSG00000232208	NA
PTMAP1	ENSG00000228415	NA
UBAP2	ENSG00000137073	55833
SLC25A34	ENSG00000162461	284723
	ENSG00000273299	NA
C6orf136	ENSG00000204564	221545
CDK14	ENSG00000058091	5218
TMEM39A	ENSG00000176142	55254
CD24P1	ENSG00000236500	NA
GUCA2B	ENSG00000044012	2981
	ENSG00000253422	NA
	ENSG00000279739	NA
TIMM23B	ENSG00000204152	100652748
	ENSG00000250438	NA
	ENSG00000248234	NA
RCC2	ENSG00000179051	55920
	ENSG00000253955	285593
SH3PXD2B	ENSG00000174705	285590
R3HCC1L	ENSG00000166024	27291
EED	ENSG00000074266	8726
TPT1P12	ENSG00000256817	NA
MIR1244-3	ENSG00000283429	100422872
PTMAP4	ENSG00000231503	NA
KRT8P35	ENSG00000242841	NA
LINC00987	ENSG00000237248	100499405
	ENSG00000276471	NA
	ENSG00000256427	NA
RN7SKP216	ENSG00000222982	NA
	ENSG00000255830	NA
	ENSG00000232555	NA
DHX16	ENSG00000204560	8449
OSTF1P1	ENSG00000258244	NA
	ENSG00000258254	NA
Y_RNA	ENSG00000199220	NA
VINAC1P	ENSG00000283698	NA
TBX5	ENSG00000089225	6910
	ENSG00000244125	NA
SLMAP	ENSG00000163681	7871
RPL27AP4	ENSG00000233939	NA
	ENSG00000286249	NA
	ENSG00000272519	NA
PRSS3	ENSG00000010438	5646
HSPA5P1	ENSG00000215895	NA
EXTL2P1	ENSG00000223976	NA
PSTK	ENSG00000179988	118672
	ENSG00000231868	NA
	ENSG00000284650	NA
	ENSG00000237329	NA
	ENSG00000236948	NA
	ENSG00000270850	NA
	ENSG00000287510	NA
MIR4435-2HG	ENSG00000172965	541471
SMAD5-AS1	ENSG00000164621	9597
PSMB2	ENSG00000126067	5690
MRPL57P6	ENSG00000249449	NA
KCTD16	ENSG00000183775	57528
CXCL14	ENSG00000145824	9547
CABCOCO1	ENSG00000183346	219621
TRAPPC2B	ENSG00000256060	10597
	ENSG00000253331	NA
ZNF578	ENSG00000258405	147660
CPLX2	ENSG00000145920	10814
SLC25A25	ENSG00000148339	114789
	ENSG00000284024	100421372
	ENSG00000274944	NA
KIR3DX1	ENSG00000104970	NA
NUTM2D	ENSG00000214562	728130
RNU6-879P	ENSG00000201198	NA
CASP9	ENSG00000132906	842
R3HDM2-DT	ENSG00000258001	NA
INHBC	ENSG00000175189	3626
INHBE	ENSG00000139269	83729
PTPRE	ENSG00000132334	5791
	ENSG00000287200	NA
ABCF1	ENSG00000204574	23
TVP23CP1	ENSG00000223584	NA
	ENSG00000286411	NA
GLI1	ENSG00000111087	2735
PTP4A1P3	ENSG00000226254	NA
FZD1	ENSG00000157240	8321
NIPA2P1	ENSG00000225843	NA
RPL23AP44	ENSG00000244088	NA
	ENSG00000261067	NA
	ENSG00000227836	NA
	ENSG00000253946	NA
PTTG1IP2	ENSG00000251154	102723899
	ENSG00000225144	NA
	ENSG00000275740	NA
	ENSG00000223436	NA
FLJ40288	ENSG00000183470	286023
	ENSG00000261552	NA
NPIPB10P	ENSG00000196796	NA
CLASRP	ENSG00000104859	11129
	ENSG00000201009	NA
	ENSG00000225881	100506937
	ENSG00000287726	NA
	ENSG00000227197	NA
	ENSG00000249856	NA
	ENSG00000260908	NA
	ENSG00000253693	NA
RRN3P2	ENSG00000103472	NA
	ENSG00000251414	NA
HAND1	ENSG00000113196	9421
CAV1	ENSG00000105974	857
MIR6755	ENSG00000283744	102465452
	ENSG00000254783	NA
SETP17	ENSG00000255222	NA
	ENSG00000273217	NA
RN7SL225P	ENSG00000239856	NA
CCDC81	ENSG00000149201	60494
	ENSG00000284671	NA
ARHGAP5	ENSG00000100852	394
	ENSG00000283413	NA
TRBV10-1	ENSG00000211717	NA
	ENSG00000260517	NA
TRBV11-1	ENSG00000211720	NA
ZNF879	ENSG00000234284	345462
	ENSG00000279106	NA
	ENSG00000259807	NA
TRBV12-1	ENSG00000244661	NA
TRBV10-2	ENSG00000229769	NA
TRBV11-2	ENSG00000241657	NA
	ENSG00000273582	NA
TRBV12-2	ENSG00000211739	NA
	ENSG00000260953	NA
	ENSG00000277999	NA
TRBV6-5	ENSG00000211721	NA
	ENSG00000198106	NA
TRBV7-4	ENSG00000253409	NA
SEPTIN11	ENSG00000138758	55752
TRBV5-4	ENSG00000230099	NA
	ENSG00000260413	NA
TRBV6-6	ENSG00000211724	NA
MRPL44	ENSG00000135900	65080
ZBED3-AS1	ENSG00000250802	NA
TRBV7-5	ENSG00000227550	NA
	ENSG00000278078	NA
TRBV5-5	ENSG00000211725	NA
NPIPB11	ENSG00000254206	728888
DNAJB5	ENSG00000137094	25822
TRBV6-7	ENSG00000253188	NA
ARHGAP9	ENSG00000123329	64333
MTCO1P45	ENSG00000232982	NA
TRBV7-6	ENSG00000211727	NA
	ENSG00000226442	NA
TRBV5-6	ENSG00000211728	NA
SMG1P6	ENSG00000254634	NA
	ENSG00000234446	NA
DDI2	ENSG00000197312	84301
TRBV6-8	ENSG00000253534	NA
	ENSG00000272807	NA
TRBV7-7	ENSG00000253291	NA
	ENSG00000257284	NA
TRBV5-7	ENSG00000211731	NA
HNRNPKP2	ENSG00000227347	NA
	ENSG00000260335	NA
TRBV7-9	ENSG00000278030	NA
ERICH2	ENSG00000204334	285141
SLX1B	ENSG00000181625	79008
TRBV13	ENSG00000276405	NA
TRBV10-3	ENSG00000275791	NA
TRBV11-3	ENSG00000276597	NA
TRBV12-3	ENSG00000274752	NA
	ENSG00000236886	NA
TRBV12-4	ENSG00000276953	NA
	ENSG00000261298	NA
TRBV12-5	ENSG00000275158	NA
MTND1P27	ENSG00000223921	NA
	ENSG00000284748	NA
	ENSG00000225394	NA
	ENSG00000272078	NA
YWHAQP5	ENSG00000236564	NA
	ENSG00000254733	NA
MET	ENSG00000105976	4233
PTP4A1P6	ENSG00000254727	NA
UQCRH	ENSG00000173660	7388
	ENSG00000278989	NA
	ENSG00000254731	NA
ADAM23	ENSG00000114948	8745
	ENSG00000255250	NA
AP3M1	ENSG00000185009	26985
ALG9	ENSG00000086848	79796
NDRG2	ENSG00000165795	57447
MIR3659HG	ENSG00000224592	NA
POLG	ENSG00000140521	5428
	ENSG00000233728	NA
RPS29P6	ENSG00000230451	NA
	ENSG00000231606	NA
SLX1B-SULT1A4	ENSG00000260280	100526831
SELENOWP1	ENSG00000215900	NA
MAN1B1	ENSG00000177239	11253
HERC4	ENSG00000148634	26091
AGO1	ENSG00000092847	26523
	ENSG00000258150	NA
LINC02525	ENSG00000230269	NA
	ENSG00000279228	NA
	ENSG00000257691	NA
	ENSG00000257506	NA
FAM135A	ENSG00000082269	57579
SNX29P2	ENSG00000271699	NA
PRDM5	ENSG00000138738	11107
	ENSG00000277191	NA
	ENSG00000284649	NA
	ENSG00000286128	NA
CKS1BP5	ENSG00000250972	NA
	ENSG00000279583	NA
MIR3680-2	ENSG00000266758	100847041
FBLL1	ENSG00000188573	345630
CA5AP1	ENSG00000260133	NA
	ENSG00000280068	NA
	ENSG00000260514	NA
BTG4P1	ENSG00000248156	NA
	ENSG00000253538	NA
	ENSG00000253858	NA
SPN	ENSG00000197471	6693
	ENSG00000248112	NA
	ENSG00000276251	NA
	ENSG00000285549	NA
	ENSG00000268133	NA
	ENSG00000286953	NA
	ENSG00000250256	NA
C5AR1	ENSG00000197405	728
	ENSG00000253792	NA
	ENSG00000288632	NA
SMG1P2	ENSG00000205534	NA
	ENSG00000235181	NA
PTTG1	ENSG00000164611	9232
SLC1A5	ENSG00000105281	6510
SLC7A5P1	ENSG00000260727	NA
TAOK2	ENSG00000149930	9344
PRPS1P1	ENSG00000226847	NA
SPOPL	ENSG00000144228	339745
	ENSG00000233616	NA
HESX1	ENSG00000163666	8820
	ENSG00000234156	NA
OR1J1	ENSG00000136834	347168
OR1J2	ENSG00000197233	26740
OR1J4	ENSG00000239590	26219
	ENSG00000284632	NA
OR1N1	ENSG00000171505	138883
PRAMEF7	ENSG00000204510	441871
OR1N2	ENSG00000171501	138882
LINC01854	ENSG00000204460	151121
	ENSG00000288074	NA
	ENSG00000244699	NA
RPL17P15	ENSG00000229326	NA
OR1H1P	ENSG00000228914	NA
OR1Q1	ENSG00000165202	158131
	ENSG00000239455	NA
UBE2Q2P9	ENSG00000244130	NA
	ENSG00000258529	NA
OR1B1	ENSG00000280094	347169
	ENSG00000288039	NA
OR1L1	ENSG00000173679	26737
CBX8	ENSG00000141570	57332
PRICKLE2-AS1	ENSG00000241572	NA
TLK1P1	ENSG00000226783	NA
GPR199P	ENSG00000241014	653160
	ENSG00000213486	NA
	ENSG00000287480	NA
	ENSG00000244513	NA
ALG9-IT1	ENSG00000254450	NA
	ENSG00000228802	NA
GNG5P3	ENSG00000254949	NA
MANEALP1	ENSG00000214070	NA
ERCC6L2	ENSG00000182150	375748
NFE2L3	ENSG00000050344	9603
FDXACB1	ENSG00000255561	91893
	ENSG00000235047	NA
THRAP3	ENSG00000054118	9967
RPS20P12	ENSG00000237784	NA
	ENSG00000286360	NA
SFXN4P1	ENSG00000270390	NA
MANF	ENSG00000145050	7873
GALNT5	ENSG00000136542	11227
C11orf1	ENSG00000137720	64776
PCDH18	ENSG00000189184	54510
DCXR	ENSG00000169738	51181
CBX3	ENSG00000122565	11335
GAPDHP50	ENSG00000241861	NA
	ENSG00000241804	NA
	ENSG00000288079	NA
IL3	ENSG00000164399	3562
TIMMDC1	ENSG00000113845	51300
PPP1R12C	ENSG00000125503	54776
RPL37AP8	ENSG00000176343	NA
	ENSG00000275598	NA
	ENSG00000287412	NA
LGALS12	ENSG00000133317	85329
KRT18P46	ENSG00000235716	NA
UBE2V1P14	ENSG00000228134	NA
	ENSG00000288040	NA
CYP2C56P	ENSG00000229641	NA
RPL31P14	ENSG00000237930	NA
PKP4-AS1	ENSG00000204380	100129029
TAF11L12	ENSG00000249156	NA
	ENSG00000286539	NA
	ENSG00000286239	NA
HIRIP3	ENSG00000149929	8479
GPAT2P2	ENSG00000188383	NA
MARS1	ENSG00000166986	4141
FAM153B	ENSG00000182230	202134
	ENSG00000228162	NA
	ENSG00000235610	NA
	ENSG00000254553	NA
SEPTIN10P1	ENSG00000253541	NA
KRT18P39	ENSG00000224791	NA
WDR17	ENSG00000150627	116966
PAFAH1B1P2	ENSG00000223973	NA
	ENSG00000253668	NA
	ENSG00000229203	NA
	ENSG00000253841	NA
LINC01786	ENSG00000230415	NA
	ENSG00000287677	NA
	ENSG00000229209	NA
	ENSG00000229779	NA
RIMKLA	ENSG00000177181	284716
CYP4F62P	ENSG00000239402	NA
	ENSG00000243903	NA
IP6K1	ENSG00000176095	9807
CSMD3	ENSG00000164796	114788
LINC01790	ENSG00000230173	101927431
	ENSG00000287451	NA
ACRP1	ENSG00000175509	NA
	ENSG00000237035	NA
	ENSG00000284653	NA
	ENSG00000237749	NA
TMEM163	ENSG00000152128	81615
	ENSG00000285860	NA
	ENSG00000232383	NA
LINC01398	ENSG00000224863	101929651
LINC01448	ENSG00000238284	101928795
TCP1P1	ENSG00000229161	NA
	ENSG00000231539	NA
	ENSG00000261019	NA
PADI6	ENSG00000276747	353238
INO80E	ENSG00000169592	283899
	ENSG00000256646	NA
PLAAT4	ENSG00000133321	5920
DZIP3	ENSG00000198919	9666
	ENSG00000284705	NA
	ENSG00000287828	NA
	ENSG00000228776	NA
	ENSG00000237856	NA
	ENSG00000279024	NA
	ENSG00000236009	NA
PLAAT2	ENSG00000133328	54979
SPAG16-DT	ENSG00000196096	NA
	ENSG00000229352	NA
VASP	ENSG00000125753	7408
	ENSG00000203520	NA
MIR34AHG	ENSG00000228526	106614088
ATL3	ENSG00000184743	25923
PSMA2	ENSG00000106588	5683
LY75-CD302	ENSG00000248672	100526664
PADI4	ENSG00000159339	23569
CEP57L1	ENSG00000183137	285753
GLIS3	ENSG00000107249	169792
IMMP1LP1	ENSG00000270269	NA
	ENSG00000256789	NA
RTN3	ENSG00000133318	10313
LINC02811	ENSG00000284678	NA
	ENSG00000223814	NA
C1orf122	ENSG00000197982	127687
ODAD1	ENSG00000105479	93233
HSPE1P24	ENSG00000225158	NA
LINC01654	ENSG00000261781	101927876
MIR549A	ENSG00000208003	693132
	ENSG00000250820	NA
	ENSG00000259546	NA
	ENSG00000286509	NA
	ENSG00000259649	NA
	ENSG00000248105	NA
	ENSG00000234983	NA
EPHA10	ENSG00000183317	284656
ETF1	ENSG00000120705	2107
MESD	ENSG00000117899	23184
MRPL32	ENSG00000106591	64983
	ENSG00000232006	NA
LINC00698	ENSG00000244342	285401
	ENSG00000260619	NA
Y_RNA	ENSG00000201933	NA
CRYZP1	ENSG00000233025	NA
MIR4514	ENSG00000265855	100616181
	ENSG00000277782	NA
	ENSG00000224415	NA
CFAP44-AS1	ENSG00000243849	100874029
CFAP161	ENSG00000156206	161502
RPL23AP95	ENSG00000236848	NA
	ENSG00000279482	NA
	ENSG00000286602	NA
S100A11P1	ENSG00000237632	NA
TUSC7	ENSG00000243197	285194
	ENSG00000271100	NA
G3BP2	ENSG00000138757	9908
	ENSG00000275719	NA
DNAJC2	ENSG00000105821	27000
ZFTA	ENSG00000188070	65998
LINC01837	ENSG00000267489	NA
	ENSG00000264617	NA
	ENSG00000262768	NA
MTCO1P39	ENSG00000224254	NA
ZNF169	ENSG00000175787	169841
DPPA2	ENSG00000163530	151871
	ENSG00000279834	NA
	ENSG00000272134	NA
ANP32BP3	ENSG00000259461	NA
LINC01979	ENSG00000262585	101928766
	ENSG00000285667	NA
DOC2A	ENSG00000149927	8448
RN7SL596P	ENSG00000264519	NA
IGF2BP1	ENSG00000159217	10642
SPINDOC	ENSG00000168005	144097
SLC28A1	ENSG00000156222	9154
	ENSG00000259094	NA
LINC01891	ENSG00000231682	105373934
TPT1P2	ENSG00000228111	NA
SPCS1	ENSG00000114902	28972
MTND2P20	ENSG00000229701	NA
	ENSG00000228206	NA
PRAMEF31P	ENSG00000250894	NA
VDAC1P11	ENSG00000237679	NA
	ENSG00000235724	NA
	ENSG00000232063	NA
ATP5MGP1	ENSG00000256280	NA
FHL3	ENSG00000183386	2275
	ENSG00000255233	NA
	ENSG00000224815	NA
	ENSG00000279684	NA
PTMAP12	ENSG00000282886	NA
SRP14P2	ENSG00000234106	NA
