ensembl	featureID	exonBaseMean	dispersion	stat	pvalue	padj	control	treated	log2fold_treated_control	genomicData.seqnames	genomicData.start	genomicData.end	genomicData.width	genomicData.strand	countData.9	countData.10	countData.11	countData.12	countData.13	countData.14	countData.15	countData.35	transcripts
ENSG00000134884	E012	326.7228832	0.010927939	15.01323657	0.00010676	0.022297118	26.16791408	32.34403561	0.649417083	chr13	106567624	106568164	541	-	257	326	674	277	353	250	218	331	ENST00000400198.7
ENSG00000165124	E024	12.82600479	0.010503156	15.00528497	0.000107211	0.022318811	6.881560552	4.365712414	-1.316050372	chr9	110436380	110436504	125	-	20	20	4	5	12	24	17	2	"c(""ENST00000401783.6"", ""ENST00000374469.5"")"
ENSG00000122779	E002	18.1306185	0.031168261	14.995869	0.000107747	0.022362132	5.310016223	8.69951696	1.42949295	chr7	138460435	138460548	114	+	13	13	46	19	24	7	9	18	"c(""ENST00000415680.6"", ""ENST00000343526.8"")"
ENSG00000130787	E020	79.96475204	0.014377493	14.99764505	0.000107645	0.022362132	12.49172901	16.83577842	0.87464302	chr12	122856102	122856163	62	+	52	81	239	84	77	42	41	51	"c(""ENST00000452196.6"", ""ENST00000253083.8"", ""ENST00000535831.5"")"
ENSG00000181045	E008	14.63026782	0.00746499	14.9971764	0.000107672	0.022362132	4.936580723	7.451472095	1.191343749	chr17	80220919	80221115	197	+	7	7	31	19	24	12	7	11	"c(""ENST00000361193.7"", ""ENST00000573809.5"", ""ENST00000571602.5"", ""ENST00000574967.5"", ""ENST00000411502.7"", ""ENST00000572652.5"")"
ENSG00000123124	E011	92.62788893	0.010212267	14.98891109	0.000108145	0.022396949	13.95788282	17.76531514	0.708785587	chr8	86398572	86398638	67	+	59	69	95	98	91	92	67	170	"c(""ENST00000518683.5"", ""ENST00000265428.4"", ""ENST00000517970.5"")"
ENSG00000175224	E016	122.4672529	0.00625874	14.97203067	0.000109117	0.022582177	16.50630188	20.14090511	0.588342658	chr11	46617791	46617890	100	+	107	115	216	126	126	91	98	118	"c(""ENST00000524625.5"", ""ENST00000395549.3"", ""ENST00000530942.1"", ""ENST00000528494.5"", ""ENST00000533325.5"", ""ENST00000579280.1"", ""ENST00000529655.5"", ""ENST00000359513.8"", ""ENST00000582547.5"", ""ENST00000577256.5"", ""ENST00000534610.5"", ""ENST00000530500.5"", ""ENST00000526715.5"", ""ENST00000581416.5"", ""ENST00000578626.5"", ""ENST00000580238.5"", ""ENST00000583249.5"", ""ENST00000581438.5"", ""ENST00000526508.5"")"
ENSG00000120784	E023	33.93471172	0.003020797	14.96699919	0.000109408	0.022626426	8.482156288	10.98592607	0.751492479	chr19	37655100	37655388	289	-	32	31	52	36	39	25	22	38	"c(""ENST00000591444.1"", ""ENST00000351218.6"", ""ENST00000392144.5"", ""ENST00000589789.1"")"
ENSG00000064687	E065	37.28003215	0.013811238	14.95931201	0.000109855	0.022667756	11.85002159	8.483750833	-0.97151175	chr19	1057969	1058059	91	+	42	54	38	23	29	52	48	18	"c(""ENST00000433129.5"", ""ENST00000263094.10"", ""ENST00000435683.6"", ""ENST00000525073.6"", ""ENST00000532194.2"")"
ENSG00000180304	E025	11.69365695	0.026898402	14.95821422	0.000109918	0.022667756	4.058665091	7.017890426	1.583554506	chr15	64703202	64703208	7	-	4	7	26	18	19	5	8	7	"c(""ENST00000559912.2"", ""ENST00000326005.10"", ""ENST00000560258.6"", ""ENST00000559665.6"", ""ENST00000560781.6"")"
ENSG00000133069	E010	108.3137105	0.014283809	14.95459168	0.00011013	0.022695279	14.82528907	19.16068357	0.755806882	chr1	205268950	205269558	609	+	72	99	280	121	110	68	61	83	"c(""ENST00000481950.1"", ""ENST00000495538.5"", ""ENST00000330675.11"", ""ENST00000545499.5"", ""ENST00000329800.7"", ""ENST00000367159.2"", ""ENST00000358024.7"")"
ENSG00000143570	E021	43.46664157	0.002834937	14.95252894	0.00011025	0.02270407	9.801041735	12.03203689	0.59692776	chr1	153963495	153963572	78	-	25	37	79	40	49	40	29	55	"c(""ENST00000356205.8"", ""ENST00000537590.5"")"
ENSG00000051108	E009	76.27923905	0.005643264	14.9508603	0.000110348	0.022707251	12.91053156	15.92517799	0.614754462	chr16	56935235	56935241	7	+	48	67	112	80	91	59	64	94	"c(""ENST00000344114.8"", ""ENST00000562914.1"", ""ENST00000563343.5"", ""ENST00000569429.5"", ""ENST00000566550.1"", ""ENST00000570273.5"", ""ENST00000568676.5"", ""ENST00000569569.5"", ""ENST00000439977.6"", ""ENST00000300302.9"", ""ENST00000379792.6"")"
ENSG00000163618	E067	10.02105087	0.030110739	14.93893612	0.000111047	0.022787819	3.783860244	6.777773387	1.685272346	chr3	62875339	62875379	41	-	6	9	29	14	8	5	3	9	"c(""ENST00000383710.8"", ""ENST00000612439.4"")"
ENSG00000115266	E005	94.20173822	0.007919446	14.93569067	0.000111239	0.02279806	18.31454766	14.29954319	-0.727936805	chr19	1451289	1452197	909	+	107	100	159	80	102	99	90	33	ENST00000535453.5
ENSG00000077721	E008	65.90626072	0.014199039	14.92797568	0.000111694	0.022824283	11.4975842	15.28938756	0.833191271	chrX	119574748	119574755	8	+	38	75	120	67	95	38	40	64	"c(""ENST00000371558.6"", ""ENST00000628549.1"", ""ENST00000629303.2"", ""ENST00000630695.2"", ""ENST00000625379.1"", ""ENST00000625938.2"", ""ENST00000631185.2"", ""ENST00000346330.6"", ""ENST00000469205.2"")"
ENSG00000078902	E019	16.77379627	0.015733947	14.92966536	0.000111594	0.022824283	5.058574021	7.983072743	1.320487335	chr11	1295739	1295794	56	-	8	9	53	18	18	6	9	18	"c(""ENST00000527638.1"", ""ENST00000530821.1"", ""ENST00000532551.1"", ""ENST00000525159.5"", ""ENST00000527746.5"", ""ENST00000527938.5"", ""ENST00000317204.10"", ""ENST00000527886.5"")"
ENSG00000060749	E002	20.59666814	0.005972151	14.92184469	0.000112058	0.02286655	6.307509694	8.808411422	0.967646513	chr11	32893260	32893334	75	+	12	19	35	20	28	14	15	24	"c(""ENST00000399302.6"", ""ENST00000527250.5"")"
ENSG00000070047	E018	61.71071897	0.003628097	14.91141678	0.000112679	0.022945157	11.47619652	14.28834242	0.640087615	chr11	606442	606596	155	+	40	58	144	78	78	39	34	34	"c(""ENST00000416188.2"", ""ENST00000534320.5"", ""ENST00000264555.9"", ""ENST00000532550.1"", ""ENST00000413872.6"", ""ENST00000533464.5"")"
ENSG00000090372	E017	119.2395265	0.006208412	14.89102675	0.000113904	0.023113857	16.10295104	19.68303964	0.592839855	chr19	46722934	46722950	17	-	75	122	277	127	146	80	73	80	"c(""ENST00000601631.6"", ""ENST00000595357.5"", ""ENST00000598074.1"", ""ENST00000600615.5"", ""ENST00000539396.5"", ""ENST00000263280.10"", ""ENST00000594581.5"", ""ENST00000594357.6"", ""ENST00000594287.6"", ""ENST00000391910.7"")"
ENSG00000087274	E004	33.33191707	0.036055931	14.8829339	0.000114393	0.023148841	7.213021127	11.80052104	1.429629245	chr4	2843945	2843952	8	+	21	20	98	40	36	19	19	22	"c(""ENST00000398125.5"", ""ENST00000511797.5"", ""ENST00000508684.5"", ""ENST00000446856.5"", ""ENST00000264758.11"", ""ENST00000510101.5"")"
ENSG00000089063	E020	22.21039042	0.127897976	14.876668	0.000114774	0.023177643	4.225834559	10.169591	2.543014079	chr20	5113050	5113050	1	-	3	12	104	26	21	4	6	13	"c(""ENST00000612323.4"", ""ENST00000202834.11"", ""ENST00000379283.6"", ""ENST00000342308.9"")"
ENSG00000131375	E003	30.30372286	0.00370815	14.86869721	0.00011526	0.02324362	7.979858055	10.47880316	0.790985717	chr3	15206243	15206597	355	+	25	31	45	34	27	27	17	40	"c(""ENST00000457023.1"", ""ENST00000418994.1"", ""ENST00000253693.6"")"
ENSG00000188157	E035	103.8450398	0.006010314	14.86498707	0.000115487	0.023269626	14.63493638	17.89406757	0.591379741	chr1	1049236	1049394	159	+	59	86	368	113	118	50	45	32	"c(""ENST00000492947.1"", ""ENST00000620552.4"", ""ENST00000379370.6"")"
ENSG00000142173	E022	73.7977744	0.013440378	14.85723923	0.000115962	0.023304717	11.66513345	16.03537949	0.930970796	chr21	46119030	46119119	90	+	33	57	231	86	91	47	37	30	"c(""ENST00000397763.5"", ""ENST00000409416.5"", ""ENST00000310645.9"", ""ENST00000300527.8"")"
ENSG00000100519	E045	16.31701967	0.012641534	14.84558444	0.000116681	0.023394918	5.293106433	7.991592422	1.192553164	chr14	52723875	52723964	90	+	14	9	20	24	15	10	9	29	ENST00000557632.1
ENSG00000122778	E009	85.2586818	0.009422141	14.84129888	0.000116946	0.023394918	13.56473858	17.09305533	0.678581542	chr7	138869538	138869761	224	-	77	83	155	95	109	52	66	56	"c(""ENST00000422774.1"", ""ENST00000440172.5"")"
ENSG00000180376	E009	15.36353575	0.011386671	14.84208962	0.000116897	0.023394918	7.770020512	5.085663025	-1.226639114	chr3	56557219	56557227	9	+	31	27	11	11	8	16	16	6	"c(""ENST00000422788.5"", ""ENST00000459746.5"", ""ENST00000439445.5"", ""ENST00000471681.5"", ""ENST00000326595.11"", ""ENST00000472582.5"", ""ENST00000434467.5"", ""ENST00000422222.5"", ""ENST00000460838.5"", ""ENST00000394672.7"", ""ENST00000341455.10"")"
ENSG00000241878	E024	26.57982326	0.004902912	14.83880632	0.000117101	0.023394918	7.280191888	9.806039336	0.863980769	chr22	31625878	31626016	139	-	22	20	42	32	37	19	17	25	"c(""ENST00000431201.5"", ""ENST00000422020.5"", ""ENST00000486675.5"", ""ENST00000442379.1"", ""ENST00000429683.1"", ""ENST00000479851.1"", ""ENST00000397500.5"", ""ENST00000382151.6"", ""ENST00000266095.9"")"
ENSG00000185728	E007	34.68999834	0.016159743	14.8201153	0.000118267	0.023573156	8.122772424	11.41049656	0.987466571	chr8	63168661	63168686	26	+	26	23	78	37	35	29	19	37	"c(""ENST00000615676.1"", ""ENST00000519428.5"", ""ENST00000517371.5"", ""ENST00000522282.1"", ""ENST00000623280.3"", ""ENST00000621957.4"", ""ENST00000539294.5"", ""ENST00000617200.1"", ""ENST00000621413.4"")"
ENSG00000104884	E026	61.86935295	0.01549811	14.8046439	0.000119242	0.023694562	10.91160967	14.94459182	0.918600154	chr19	45364236	45364331	96	-	39	43	147	74	71	40	47	44	"c(""ENST00000591309.5"", ""ENST00000391944.7"", ""ENST00000391941.6"", ""ENST00000586737.5"", ""ENST00000485403.6"", ""ENST00000586441.1"", ""ENST00000586131.5"", ""ENST00000391945.8"")"
ENSG00000167792	E007	35.55608579	0.03044671	14.80255344	0.000119374	0.023696584	7.459092017	11.67378437	1.300979401	chr11	67606954	67606957	4	+	14	22	104	47	40	15	23	27	"c(""ENST00000532303.5"", ""ENST00000532343.5"", ""ENST00000532244.5"", ""ENST00000529927.5"", ""ENST00000524838.5"", ""ENST00000528328.1"", ""ENST00000528548.5"", ""ENST00000415352.6"", ""ENST00000524876.5"", ""ENST00000322776.10"")"
ENSG00000127616	E012	103.6672525	0.032018313	14.79547251	0.000119823	0.023721182	13.04053864	19.74245485	1.219906009	chr19	10984152	10984277	126	+	60	90	340	112	117	43	45	59	"c(""ENST00000344626.8"", ""ENST00000590574.5"", ""ENST00000413806.7"", ""ENST00000450717.7"", ""ENST00000589677.5"", ""ENST00000444061.7"", ""ENST00000541122.6"", ""ENST00000429416.7"")"
ENSG00000163406	E017	31.34513082	0.003294934	14.78775197	0.000120314	0.023754037	8.109387699	10.53007281	0.75850159	chr3	121924351	121924383	33	+	26	25	43	31	49	25	24	29	"c(""ENST00000489711.5"", ""ENST00000295605.6"")"
ENSG00000173818	E025	47.88216141	0.002966185	14.78984187	0.000120181	0.023754037	12.93309792	10.31417551	-0.659351759	chr17	80417946	80418441	496	+	50	61	55	47	44	52	47	32	ENST00000521847.5
ENSG00000140320	E004	316.58171	0.01231162	14.78494032	0.000120494	0.023757334	25.72059918	31.91366855	0.660062257	chr15	40458465	40459896	1432	+	181	328	631	368	344	262	248	219	"c(""ENST00000561234.5"", ""ENST00000560846.1"", ""ENST00000416165.5"")"
ENSG00000180176	E012	24.40490371	0.022809732	14.78551644	0.000120457	0.023757334	6.073252969	9.637233933	1.338258617	chr11	2166633	2166768	136	-	11	16	98	28	23	11	8	11	"c(""ENST00000381175.5"", ""ENST00000324155.8"", ""ENST00000479437.5"", ""ENST00000381178.5"", ""ENST00000416223.5"", ""ENST00000461172.1"", ""ENST00000352909.7"", ""ENST00000381168.7"")"
ENSG00000005238	E013	76.58650104	0.006238165	14.78040296	0.000120784	0.023798487	13.00928887	15.86734592	0.581802557	chr9	35108235	35108344	110	-	52	72	151	78	100	48	61	62	"c(""ENST00000378566.5"", ""ENST00000378561.5"", ""ENST00000488109.6"", ""ENST00000322813.9"", ""ENST00000603301.5"", ""ENST00000378557.1"", ""ENST00000605244.5"", ""ENST00000605104.1"")"
ENSG00000111906	E012	13.68273692	0.024113187	14.75195286	0.00012262	0.024111446	4.560782711	7.496652255	1.437699124	chr6	125276955	125277078	124	-	8	8	23	9	23	9	5	26	"c(""ENST00000609021.1"", ""ENST00000608461.1"")"
ENSG00000100364	E006	62.14160682	0.021332006	14.74658873	0.00012297	0.024131681	10.81362108	15.1940022	0.993410027	chr22	45196964	45197105	142	-	33	72	151	74	65	31	36	50	"c(""ENST00000474515.5"", ""ENST00000336156.9"", ""ENST00000498418.5"", ""ENST00000423262.5"", ""ENST00000391627.6"", ""ENST00000488038.5"", ""ENST00000483374.1"", ""ENST00000251993.11"")"
ENSG00000087365	E015	253.5747469	0.008201411	14.74159866	0.000123296	0.024171319	23.46753702	28.53432417	0.591854706	chr11	66052467	66052468	2	+	225	265	460	260	281	175	180	224	"c(""ENST00000322535.10"", ""ENST00000531589.5"", ""ENST00000528302.5"", ""ENST00000524627.5"", ""ENST00000530322.5"", ""ENST00000533595.5"", ""ENST00000531041.1"")"
ENSG00000137100	E025	35.22149987	0.024807357	14.73349026	0.000123827	0.024171319	7.928455916	11.74193642	1.141096566	chr9	34620469	34620474	6	-	15	39	78	37	48	24	17	31	"c(""ENST00000341694.6"", ""ENST00000378913.6"", ""ENST00000259632.11"", ""ENST00000378916.8"")"
ENSG00000197912	E052	51.54144467	0.002920178	14.72946606	0.000124092	0.024171319	13.26602254	10.72867172	-0.619000985	chr16	89549124	89549336	213	+	57	61	67	35	40	61	69	30	"c(""ENST00000566221.5"", ""ENST00000565370.1"", ""ENST00000569820.5"", ""ENST00000620811.4"")"
ENSG00000110092	E003	85.50313536	0.043318903	14.72426728	0.000124434	0.024207123	11.33380517	17.99055883	1.353942148	chr11	69641206	69641230	25	+	39	50	296	73	77	42	39	101	"c(""ENST00000539241.1"", ""ENST00000227507.2"", ""ENST00000536559.1"")"
ENSG00000102804	E029	10.38257403	0.011891037	14.71374197	0.000125131	0.024310234	3.988311565	6.524998568	1.423238844	chr13	44577057	44577147	91	-	3	8	22	15	12	6	6	12	ENST00000493016.1
ENSG00000169045	E093	44.39001517	0.029398874	14.68310577	0.000127181	0.02462656	8.81636325	13.33988143	1.205637654	chr5	179623281	179623594	314	-	36	35	119	45	39	30	20	44	"c(""ENST00000356731.9"", ""ENST00000515158.5"")"
ENSG00000196678	E033	50.31768037	0.00224948	14.68391321	0.000127127	0.02462656	10.5676874	12.97956534	0.599202629	chr16	20806047	20806105	59	-	40	46	81	55	54	40	33	59	"c(""ENST00000566223.1"", ""ENST00000562277.5"", ""ENST00000567562.5"", ""ENST00000565884.5"", ""ENST00000568251.1"")"
ENSG00000274523	E002	326.3275971	0.009936785	14.65781955	0.000128899	0.024794618	26.45810828	32.12991371	0.59537074	chr7	75042183	75042973	791	-	201	385	559	334	374	262	246	298	ENST00000610322.4
ENSG00000067606	E065	21.98444251	0.035210996	14.62942729	0.000130855	0.025013548	5.829907546	9.563808094	1.434342075	chr1	2185191	2185390	200	+	16	20	65	23	25	6	8	20	"c(""ENST00000378567.7"", ""ENST00000400921.6"", ""ENST00000505322.5"", ""ENST00000479263.5"", ""ENST00000400920.5"")"
ENSG00000167470	E015	61.93433973	0.017434226	14.61983461	0.000131523	0.025084438	10.98636363	14.61964791	0.83427606	chr19	1255422	1255694	273	+	35	56	179	64	70	32	34	44	"c(""ENST00000591446.6"", ""ENST00000300952.6"")"
ENSG00000242612	E014	22.12849079	0.006160797	14.57718247	0.000134534	0.025508613	9.069981304	6.761471015	-0.851414657	chr16	406834	406889	56	+	32	25	31	11	16	32	23	12	"c(""ENST00000633025.1"", ""ENST00000445291.5"", ""ENST00000632744.1"")"
ENSG00000064199	E004	13.1411249	0.022810795	14.57136178	0.00013495	0.025521201	4.511580341	7.388810684	1.427064275	chr11	124673953	124675237	1285	+	8	10	17	13	28	6	7	16	ENST00000532692.1
ENSG00000064932	E036	21.81302006	0.019551285	14.56631473	0.000135312	0.025531393	5.942761593	9.065769339	1.223580976	chr19	1122468	1122558	91	-	9	19	72	27	21	10	7	17	"c(""ENST00000587024.5"", ""ENST00000592222.5"", ""ENST00000361757.7"", ""ENST00000438103.6"")"
ENSG00000161016	E026	434.787358	0.047125923	14.56545264	0.000135374	0.025531393	25.56092486	39.26935682	1.332107895	chr8	144792058	144792125	68	-	152	373	1375	411	451	218	224	424	"c(""ENST00000527914.5"", ""ENST00000394920.6"", ""ENST00000528957.5"", ""ENST00000528296.5"", ""ENST00000525232.5"", ""ENST00000532702.1"", ""ENST00000531767.1"", ""ENST00000262584.7"", ""ENST00000529920.5"", ""ENST00000533397.5"")"
ENSG00000093183	E034	15.77771026	0.01363757	14.55696692	0.000135985	0.02560078	5.273007305	7.940199739	1.184850556	chr3	42581943	42581943	1	-	13	14	32	15	21	6	9	19	"c(""ENST00000383750.8"", ""ENST00000420163.1"", ""ENST00000273156.11"", ""ENST00000456222.1"", ""ENST00000264454.7"", ""ENST00000416880.5"", ""ENST00000454141.5"", ""ENST00000449617.5"", ""ENST00000445388.5"")"
ENSG00000204310	E010	58.11231173	0.015163235	14.55786788	0.00013592	0.02560078	10.79943878	14.18134337	0.79505489	chr6	32175898	32176122	225	-	36	51	134	68	71	29	42	44	ENST00000375107.7
ENSG00000015592	E005	62.22911094	0.004134413	14.53992657	0.00013722	0.025727386	11.84109766	14.57579286	0.607219305	chr8	27239226	27239279	54	-	59	72	105	63	66	53	32	59	"c(""ENST00000519997.5"", ""ENST00000523048.5"")"
ENSG00000082684	E011	141.3451645	0.006753439	14.53918242	0.000137275	0.025727386	17.64318973	21.5057764	0.587243888	chr3	122912843	122913061	219	-	87	143	285	152	172	120	102	93	"c(""ENST00000475244.5"", ""ENST00000393583.6"", ""ENST00000451055.6"", ""ENST00000357599.7"", ""ENST00000195173.8"", ""ENST00000616742.4"")"
ENSG00000105738	E018	32.69539189	0.004631365	14.53452451	0.000137614	0.025741473	10.74593877	8.294519184	-0.752088341	chr19	38110316	38110359	44	+	40	39	28	21	28	48	37	24	"c(""ENST00000594553.1"", ""ENST00000222345.10"", ""ENST00000601222.1"")"
ENSG00000110958	E018	71.19633968	0.066647394	14.52816765	0.000138079	0.025811928	9.977777567	17.13702013	1.581272323	chr12	56688163	56688284	122	-	24	64	214	79	85	32	26	67	"c(""ENST00000448157.6"", ""ENST00000456859.2"", ""ENST00000414274.7"", ""ENST00000262033.10"", ""ENST00000614328.4"")"
ENSG00000130382	E010	125.3355755	0.012331594	14.50499719	0.000139788	0.026047921	15.8665511	20.6316356	0.776175202	chr19	6216405	6216513	109	-	83	108	324	132	148	75	80	83	"c(""ENST00000585588.1"", ""ENST00000252674.8"")"
ENSG00000135018	E022	96.50567435	0.039791979	14.47961207	0.000141685	0.026350837	12.70943737	19.50327854	1.258854868	chr9	83707602	83707934	333	-	46	75	250	120	91	74	53	84	"c(""ENST00000376395.8"", ""ENST00000257468.11"")"
ENSG00000160226	E015	65.20039857	0.011198657	14.47562089	0.000141985	0.026373113	15.40626916	11.86812619	-0.763102672	chr21	44334061	44335757	1697	-	72	76	132	59	62	58	44	35	ENST00000462742.1
ENSG00000175224	E011	15.37021577	0.012377165	14.46344793	0.000142906	0.026476693	5.12995278	7.791988037	1.209754083	chr11	46617578	46617581	4	+	5	14	28	23	14	10	10	20	"c(""ENST00000579280.1"", ""ENST00000524625.5"", ""ENST00000583249.5"", ""ENST00000529655.5"", ""ENST00000577256.5"", ""ENST00000530942.1"", ""ENST00000581438.5"", ""ENST00000530500.5"", ""ENST00000581416.5"", ""ENST00000526715.5"", ""ENST00000578626.5"", ""ENST00000533325.5"", ""ENST00000580238.5"", ""ENST00000526508.5"")"
ENSG00000120805	E013	11.4157426	0.017940174	14.45608166	0.000143466	0.026513109	4.128178329	6.812495765	1.448483499	chr12	101401174	101401486	313	-	4	6	11	13	20	6	9	21	ENST00000550597.1
ENSG00000028203	E035	40.89253636	0.006116068	14.4513268	0.000143829	0.026535016	9.282488156	12.02927431	0.754158007	chr12	95252072	95252440	369	+	40	27	53	37	54	35	31	52	ENST00000551792.5
ENSG00000105738	E014	39.35159788	0.00272254	14.44619483	0.000144221	0.026535016	11.64237913	9.327714495	-0.64474325	chr19	38106537	38106640	104	+	45	57	43	30	32	50	41	23	"c(""ENST00000595384.1"", ""ENST00000222345.10"")"
ENSG00000141522	E006	96.46432263	0.016996812	14.44712583	0.00014415	0.026535016	13.28547694	18.21913701	0.927706176	chr17	81868366	81868505	140	-	66	63	263	109	131	57	40	65	"c(""ENST00000584461.5"", ""ENST00000269321.11"", ""ENST00000541078.6"", ""ENST00000580685.5"", ""ENST00000400721.8"")"
ENSG00000111752	E004	10.32855233	0.018616671	14.43790261	0.000144857	0.026600166	3.971597425	6.673076212	1.500327321	chr12	8914731	8914740	10	+	5	7	28	12	10	6	6	11	"c(""ENST00000543824.5"", ""ENST00000433083.6"", ""ENST00000433847.2"")"
ENSG00000167258	E001	42.06071113	0.035473198	14.43260912	0.000145265	0.026600166	8.409444931	12.92535807	1.250489625	chr17	39461511	39461760	250	+	33	21	104	40	53	28	23	43	ENST00000584632.5
ENSG00000142546	E009	99.99711312	0.033170151	14.42694358	0.000145703	0.026639675	12.58040467	19.23971706	1.248305353	chr19	49556603	49556653	51	-	41	70	337	107	92	51	48	89	"c(""ENST00000594932.5"", ""ENST00000596477.1"", ""ENST00000339093.7"", ""ENST00000598550.5"", ""ENST00000601340.5"", ""ENST00000599537.5"", ""ENST00000598820.5"", ""ENST00000598296.5"", ""ENST00000596358.5"")"
ENSG00000077312	E020	82.11885079	0.033806798	14.41954635	0.000146276	0.026694341	11.71122312	17.7380919	1.216763661	chr19	40759580	40759610	31	+	42	70	237	83	91	39	46	73	"c(""ENST00000598452.1"", ""ENST00000598923.1"", ""ENST00000243563.7"", ""ENST00000599570.5"", ""ENST00000601545.5"", ""ENST00000597353.5"", ""ENST00000599362.5"", ""ENST00000601393.1"")"
ENSG00000135097	E003	69.60023826	0.032432418	14.41148252	0.000146904	0.026775401	10.76709433	16.3786781	1.226562368	chr12	120346135	120346221	87	-	36	58	205	69	92	33	39	45	ENST00000257552.6
ENSG00000077312	E022	80.82690078	0.030893307	14.40977065	0.000147037	0.026783022	11.82740757	17.47168133	1.143329128	chr19	40762901	40762920	20	+	43	74	217	80	97	34	50	73	"c(""ENST00000598923.1"", ""ENST00000243563.7"", ""ENST00000601545.5"", ""ENST00000597353.5"", ""ENST00000601393.1"")"
ENSG00000108821	E014	20.23225293	0.028953371	14.40813806	0.000147165	0.026789529	5.260342185	8.632836907	1.434343987	chr17	50188096	50188149	54	-	3	9	52	30	40	9	12	8	"c(""ENST00000225964.9"", ""ENST00000486572.1"", ""ENST00000511732.1"")"
ENSG00000133134	E010	40.5776385	0.002887747	14.40613938	0.000147321	0.026801258	9.327417231	11.77171453	0.677034871	chrX	103310936	103310955	20	-	30	38	70	42	47	29	24	50	"c(""ENST00000372674.5"", ""ENST00000536889.1"", ""ENST00000372677.7"")"
ENSG00000063176	E024	18.37989758	0.042083723	14.3901774	0.000148575	0.026836085	9.056406384	5.357607382	-1.520374808	chr19	48626363	48626814	452	+	32	28	17	11	10	11	31	10	ENST00000598574.1
ENSG00000087206	E041	19.92078303	0.00869217	14.39674852	0.000148058	0.026836085	6.152078951	8.715834379	1.009186924	chr5	177006650	177006714	65	-	20	15	29	20	30	16	7	24	"c(""ENST00000511320.5"", ""ENST00000507513.1"", ""ENST00000512031.5"")"
ENSG00000144485	E010	75.32059517	0.038074127	14.39146475	0.000148474	0.026836085	10.65820555	16.34684442	1.250415237	chr2	238239216	238239251	36	-	20	53	299	67	57	29	34	79	"c(""ENST00000409160.7"", ""ENST00000409356.1"", ""ENST00000450098.1"", ""ENST00000409182.1"", ""ENST00000272937.9"", ""ENST00000409574.1"", ""ENST00000409002.7"", ""ENST00000436051.1"")"
ENSG00000177084	E056	53.21648997	0.02325905	14.39786847	0.00014797	0.026836085	9.858550111	14.23836987	1.071891908	chr12	132649366	132649515	150	-	35	44	134	70	57	30	36	30	"c(""ENST00000503265.4"", ""ENST00000536445.5"", ""ENST00000535270.5"", ""ENST00000320574.9"", ""ENST00000537064.5"")"
ENSG00000196369	E003	31.37539713	0.003469898	14.38181257	0.000149237	0.026865015	10.43772956	7.997308099	-0.773229853	chr1	144893408	144893509	102	-	45	44	27	19	21	47	35	18	"c(""ENST00000612199.4"", ""ENST00000619678.1"")"
ENSG00000063244	E002	32.89363024	0.018267332	14.37940158	0.000149428	0.026866288	7.684649159	11.12008182	1.073105243	chr19	55655065	55655081	17	+	17	27	86	33	45	21	17	25	"c(""ENST00000308924.8"", ""ENST00000450554.6"")"
ENSG00000165801	E023	71.5949434	0.005957951	14.37222901	0.000149998	0.026919066	12.38969601	15.59147935	0.672750508	chr14	21078884	21078897	14	+	59	60	133	80	93	61	39	57	"c(""ENST00000556399.5"", ""ENST00000553709.5"", ""ENST00000298694.8"")"
ENSG00000096433	E021	14.209198	0.009070752	14.36957619	0.00015021	0.02693154	4.874014976	7.397361973	1.207097265	chr6	33670325	33670576	252	+	10	8	23	23	23	7	9	10	"c(""ENST00000605930.2"", ""ENST00000374316.9"")"
ENSG00000151498	E011	45.12529604	0.002364819	14.35997051	0.000150978	0.027039972	10.03858653	12.44652405	0.626130643	chr11	134256548	134256582	35	+	32	49	69	39	51	36	37	54	"c(""ENST00000527082.5"", ""ENST00000525961.1"", ""ENST00000534433.5"", ""ENST00000281182.8"", ""ENST00000524426.5"", ""ENST00000530533.5"")"
ENSG00000090776	E001	278.6424993	0.011768078	14.35513863	0.000151366	0.02706465	23.92611347	30.07359081	0.694807472	chrX	68828997	68829904	908	+	188	257	683	272	287	185	208	217	ENST00000204961.4
ENSG00000100241	E021	92.18048069	0.027531863	14.3494552	0.000151824	0.027129849	12.31401908	18.19986222	1.14631715	chr22	50456589	50456673	85	-	41	75	296	115	122	45	35	36	"c(""ENST00000476293.1"", ""ENST00000348911.10"", ""ENST00000380817.7"")"
ENSG00000117616	E030	98.90118736	0.030473974	14.34016193	0.000152575	0.027192373	13.1380668	19.11053269	1.101667668	chr1	25246641	25246675	35	-	66	97	274	102	88	33	48	114	"c(""ENST00000243189.11"", ""ENST00000568254.5"", ""ENST00000473314.6"", ""ENST00000431849.3"", ""ENST00000498238.1"", ""ENST00000568701.1"")"
ENSG00000170390	E002	55.63566137	0.071776544	14.33822913	0.000152732	0.027192373	8.570016983	15.66768808	1.759128743	chr4	150078989	150079027	39	+	20	44	187	51	65	32	18	49	"c(""ENST00000411937.6"", ""ENST00000296550.11"")"
ENSG00000181924	E009	19.09356364	0.006896763	14.34001216	0.000152587	0.027192373	5.959347633	8.432329439	1.005342224	chr11	73876479	73876566	88	-	9	14	33	16	26	17	10	30	"c(""ENST00000537289.1"", ""ENST00000545127.1"", ""ENST00000537581.1"", ""ENST00000544575.1"")"
